Date,Confirmed,Deaths,Recovered/Active,New cases,New deaths,New recovered,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of countries
2022-12-25,657132581,6681091,650451490,251581,861,185434,1.02,98.98,1.03,198
2022-12-26,657651971,6682196,650969775,519390,1105,518285,1.02,98.98,1.03,198
2022-12-27,658306126,6684293,651621833,654155,2097,652058,1.02,98.98,1.03,198
2022-12-28,658943268,6687084,652256184,637142,2791,634351,1.01,98.99,1.03,198
2022-12-29,659614556,6690002,652924554,671288,2918,668370,1.01,98.99,1.02,198
2022-12-30,660196684,6692416,653504268,582128,2414,579714,1.01,98.99,1.02,198
2022-12-31,660460757,6693301,653767456,264073,885,263188,1.01,98.99,1.02,198
2023-01-01,660775356,6694341,654081015,314599,1040,313559,1.01,98.99,1.02,198
2023-01-02,661195081,6695703,654499378,419725,1362,418363,1.01,98.99,1.02,198
2023-01-03,661657911,6697938,654959973,462830,2235,460595,1.01,98.99,1.02,198
2023-01-04,662228409,6700855,655527554,571527,2917,567581,1.01,98.99,1.02,198
2023-01-05,662963681,6704510,656259171,735272,3655,731617,1.01,98.99,1.02,198
2023-01-06,663682564,6707646,656974918,718883,3136,715747,1.01,98.99,1.02,198
2023-01-07,664039626,6708596,657331030,357062,950,356112,1.01,98.99,1.02,198
2023-01-08,664367090,6709652,657657438,327464,1056,326408,1.01,98.99,1.02,198
2023-01-09,664716100,6711805,658004295,349010,2153,346857,1.01,98.99,1.02,198
2023-01-10,665111057,6714162,658396895,394957,2357,392600,1.01,98.99,1.02,198
2023-01-11,665617638,6717429,658900209,506581,3267,503314,1.01,98.99,1.02,198
2023-01-12,666094772,6720867,659373905,477134,3438,473696,1.01,98.99,1.02,198
2023-01-13,666530635,6723843,659806792,435863,2976,432887,1.01,98.99,1.02,198
2023-01-14,666751995,6724753,660027242,221360,910,220450,1.01,98.99,1.02,198
2023-01-15,666948876,6785541,660163335,196881,60788,136093,1.02,98.98,1.03,198
2023-01-16,667163492,6786757,660376735,214616,1216,213400,1.02,98.98,1.03,198
2023-01-17,667515606,6788683,660726923,352114,1926,350188,1.02,98.98,1.03,198
2023-01-18,667893340,6791749,661101591,377734,3066,374668,1.02,98.98,1.03,198
2023-01-19,668217850,6795277,661422573,324510,3528,320982,1.02,98.98,1.03,198
2023-01-20,668559556,6798638,661760918,341706,3361,338345,1.02,98.98,1.03,198
2023-01-21,668712947,6812056,661900891,153391,13418,139973,1.02,98.98,1.03,198
2023-01-22,668827337,6812662,662014675,114390,606,113784,1.02,98.98,1.03,198
2023-01-23,668998289,6814137,662184152,170952,1475,169477,1.02,98.98,1.03,198
2023-01-24,669269844,6816100,662453744,271555,1963,269592,1.02,98.98,1.03,198
2023-01-25,669563822,6818332,662745490,295502,2232,291746,1.02,98.98,1.03,198
2023-01-26,669845368,6821377,663023991,281546,3045,278501,1.02,98.98,1.03,198
2023-01-27,670083024,6823102,663259922,237656,1725,235931,1.02,98.98,1.03,198
2023-01-28,670216251,6830083,663386168,133227,6981,126246,1.02,98.98,1.03,198
2023-01-29,670339948,6830741,663509207,123697,658,123039,1.02,98.98,1.03,198
2023-01-30,670499446,6831884,663667562,160279,1143,158355,1.02,98.98,1.03,198
2023-01-31,670729783,6833675,663896108,230394,1791,228546,1.02,98.98,1.03,198
2023-02-01,671027278,6836290,664190988,297495,2615,294880,1.02,98.98,1.03,198
2023-02-02,671286132,6838951,664447181,258854,2661,256193,1.02,98.98,1.03,198
2023-02-03,671523947,6841201,664682746,238034,2250,235565,1.02,98.98,1.03,198
2023-02-04,671626546,6845074,664781472,102647,3873,98726,1.02,98.98,1.03,198
2023-02-05,671714803,6845594,664869209,88257,520,87737,1.02,98.98,1.03,198
2023-02-06,671859058,6846548,665012510,144557,954,143301,1.02,98.98,1.03,198
2023-02-07,672062838,6848079,665214759,203780,1531,202249,1.02,98.98,1.03,198
2023-02-08,672291164,6849975,665441189,228326,1896,226430,1.02,98.98,1.03,198
2023-02-09,672548168,6851898,665696270,257004,1923,255081,1.02,98.98,1.03,198
2023-02-10,672689688,6853277,665836411,142762,1379,140141,1.02,98.98,1.03,198
2023-02-11,672821171,6853899,665967272,131483,622,130861,1.02,98.98,1.03,198
2023-02-12,672897917,6854268,666043649,76746,369,76377,1.02,98.98,1.03,198
